timestamp, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0,0,0,0,0
1,1,0.421875,0.500013,53,0.013672,0.421875
1,2,0.46875,0.500013,296,0.044922,0.466797
1,3,0.515625,0.500013,552,0.048828,0.513672
1,4,0.5625,0.500013,393,0.052734,0.560547
1,5,0.421875,0.625017,125,0.013672,0.421875
1,6,0.46875,0.625017,400,0.015625,0.46875
1,7,0.515625,0.625017,574,0.048828,0.513672
1,8,0.5625,0.625017,416,0.070312,0.558594
1,9,0.421875,0.75002,256,0.013672,0.421875
1,10,0.46875,0.75002,855,0.015625,0.46875
1,11,0.515625,0.75002,929,0.015625,0.515625
1,12,0.5625,0.75002,336,0.035156,0.560547
1,13,0.421875,0.875023,174,0,0.421875
1,14,0.46875,0.875023,603,0.015625,0.46875
1,15,0.515625,0.875023,707,0.015625,0.515625
1,16,0.5625,0.875023,293,0.017578,0.5625
1,17,0.421875,-1.000027,31,-0.080078,0.414062
1,18,0.46875,-1.000027,101,-0.087891,0.460938
1,19,0.515625,-1.000027,112,-0.097656,0.505859
1,20,0.5625,-1.000027,45,-0.087891,0.554688
2,1,0.46875,0.37501,138,0,0.46875
2,2,0.515625,0.37501,448,0,0.515625
2,3,0.5625,0.37501,489,0,0.5625
2,4,0.46875,0.500013,440,0.015625,0.46875
2,5,0.515625,0.500013,1065,0,0.515625
2,6,0.5625,0.500013,989,0,0.5625
2,7,0.421875,0.625017,68,0,0.421875
2,8,0.46875,0.625017,611,0.015625,0.46875
2,9,0.515625,0.625017,1268,0.015625,0.515625
2,10,0.5625,0.625017,972,0,0.5625
2,11,0.421875,0.75002,38,0,0.421875
2,12,0.46875,0.75002,310,0,0.46875
2,13,0.515625,0.75002,617,0,0.515625
2,14,0.5625,0.75002,450,0,0.5625
3,1,0.5625,0,46,0.017578,0.5625
3,2,0.515625,0.250007,241,0,0.515625
3,3,0.5625,0.250007,396,0.017578,0.5625
3,4,0.46875,0.37501,112,-0.015625,0.46875
3,5,0.515625,0.37501,604,0,0.515625
3,6,0.5625,0.37501,962,0,0.5625
3,7,0.46875,0.500013,95,-0.015625,0.46875
3,8,0.515625,0.500013,482,0,0.515625
3,9,0.5625,0.500013,732,0,0.5625
3,10,0.46875,0.625017,42,0.029297,0.46875
3,11,0.515625,0.625017,156,0.033203,0.515625
3,12,0.5625,0.625017,186,0.017578,0.5625
