timestamp, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0,0,0,0,0
1,1,0.515625,0,195,0.015625,0.515625
1,2,0.5625,0,377,0.017578,0.5625
1,3,0.515625,0.125003,421,0,0.515625
1,4,0.5625,0.125003,806,0.017578,0.5625
1,5,0.515625,0.250007,174,0,0.515625
1,6,0.5625,0.250007,334,0,0.5625
1,7,0.5625,-0.125003,156,0,0.5625
2,1,0.5625,0,29,0.017578,0.5625
2,2,0.5625,0.125003,86,0.017578,0.5625
2,3,0.5625,0.250007,31,0,0.5625
2,4,0.5625,-0.125003,53,0,0.5625
3,1,0.5625,0,27,0.017578,0.5625
3,2,0.5625,0.125003,70,0,0.5625
3,3,0.5625,-0.250007,39,0.017578,0.5625
3,4,0.5625,-0.125003,116,0,0.5625
4,1,0.515625,0,36,0,0.515625
4,2,0.5625,0,90,0.017578,0.5625
4,3,0.5625,0.125003,106,0,0.5625
4,4,0.5625,-0.250007,93,0.017578,0.5625
4,5,0.5625,-0.125003,261,0,0.5625
5,1,0.515625,0,36,0,0.515625
5,2,0.5625,0,90,0.017578,0.5625
5,3,0.5625,0.125003,106,0,0.5625
5,4,0.5625,-0.250007,93,0.017578,0.5625
5,5,0.5625,-0.125003,261,0,0.5625
6,1,0.515625,0,43,0.015625,0.515625
6,2,0.5625,0,75,0.035156,0.560547
6,3,0.5625,0.125003,51,0.017578,0.5625
6,4,0.5625,-0.250007,69,0.052734,0.560547
6,5,0.5625,-0.125003,172,0.017578,0.5625
7,1,0.515625,0,95,0.015625,0.515625
7,2,0.5625,0,180,0.017578,0.5625
7,3,0.5625,0.125003,71,0.017578,0.5625
7,4,0.5625,0.250007,24,0,0.5625
7,5,0.515625,-0.250007,82,0.015625,0.515625
7,6,0.5625,-0.250007,155,0.017578,0.5625
7,7,0.515625,-0.125003,205,0,0.515625
7,8,0.5625,-0.125003,389,0,0.5625
8,1,0.515625,0,52,0.015625,0.515625
8,2,0.5625,0,101,0.017578,0.5625
8,3,0.5625,0.125003,88,0,0.5625
8,4,0.5625,0.250007,28,0,0.5625
8,5,0.515625,-0.250007,48,0.015625,0.515625
8,6,0.5625,-0.250007,91,0.035156,0.560547
8,7,0.515625,-0.125003,137,0,0.515625
8,8,0.5625,-0.125003,259,0.017578,0.5625
9,1,0.515625,0,52,0.015625,0.515625
9,2,0.5625,0,101,0.017578,0.5625
9,3,0.5625,0.125003,88,0,0.5625
9,4,0.5625,0.250007,28,0,0.5625
9,5,0.515625,-0.250007,48,0.015625,0.515625
9,6,0.5625,-0.250007,91,0.035156,0.560547
9,7,0.515625,-0.125003,137,0,0.515625
9,8,0.5625,-0.125003,259,0.017578,0.5625
10,1,0.46875,0,72,-0.015625,0.46875
10,2,0.515625,0,382,0,0.515625
10,3,0.5625,0,630,0,0.5625
10,4,0.5625,0.125003,35,0,0.5625
10,5,0.515625,-0.250007,338,0.015625,0.515625
10,6,0.5625,-0.250007,560,0.017578,0.5625
10,7,0.515625,-0.125003,715,0,0.515625
10,8,0.5625,-0.125003,1188,0,0.5625
11,1,0.515625,0,114,-0.033203,0.515625
11,2,0.5625,0,140,-0.017578,0.5625
11,3,0.46875,-0.37501,56,-0.029297,0.46875
11,4,0.515625,-0.37501,237,-0.015625,0.515625
11,5,0.5625,-0.37501,380,0,0.5625
11,6,0.46875,-0.250007,132,-0.029297,0.46875
11,7,0.515625,-0.250007,472,-0.015625,0.515625
11,8,0.5625,-0.250007,659,0,0.5625
11,9,0.515625,-0.125003,354,-0.048828,0.513672
11,10,0.5625,-0.125003,435,-0.052734,0.560547
