timestamp, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,1,0.468750,0.125003,20.000000,-0.322266,0.339844
1,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
2,1,0.468750,0.125003,20.000000,-0.322266,0.339844
2,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
3,1,0.468750,0.125003,20.000000,-0.322266,0.339844
3,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
4,1,0.468750,0.125003,20.000000,-0.322266,0.339844
4,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
5,1,0.468750,0.125003,20.000000,-0.322266,0.339844
5,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
6,1,0.468750,0.125003,20.000000,-0.322266,0.339844
6,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
7,1,0.468750,0.125003,20.000000,-0.322266,0.339844
7,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
8,1,0.468750,0.125003,20.000000,-0.322266,0.339844
8,2,0.468750,-0.125003,22.000000,-0.322266,0.339844
9,1,0.562500,0.125003,27.000000,-0.369141,0.423828
9,2,0.562500,-0.125003,26.000000,-0.351562,0.439453
10,1,0.562500,0.125003,27.000000,-0.369141,0.423828
10,2,0.562500,-0.125003,26.000000,-0.351562,0.439453
11,1,0.562500,0.125003,21.000000,-0.281250,0.486328
11,2,0.562500,-0.125003,15.000000,-0.281250,0.486328
11,3,0.609375,-0.125003,15.000000,-0.304688,0.527344
12,1,0.562500,0.125003,21.000000,-0.281250,0.486328
12,2,0.562500,-0.125003,15.000000,-0.281250,0.486328
12,3,0.609375,-0.125003,15.000000,-0.304688,0.527344
13,1,0.468750,0.125003,116.000000,-0.322266,0.339844
13,2,0.468750,0.250007,40.000000,-0.337891,0.326172
14,1,0.468750,0.125003,116.000000,-0.322266,0.339844
14,2,0.468750,0.250007,40.000000,-0.337891,0.326172
15,1,0.468750,0.000000,70.000000,-0.308594,0.353516
15,2,0.562500,0.000000,29.000000,-0.281250,0.486328
15,3,0.609375,0.000000,26.000000,-0.304688,0.527344
15,4,0.468750,0.125003,224.000000,-0.322266,0.339844
15,5,0.515625,0.125003,164.000000,-0.355469,0.375000
15,6,0.468750,0.250007,68.000000,-0.308594,0.353516
15,7,0.562500,0.250007,28.000000,-0.281250,0.486328
15,8,0.468750,-0.125003,113.000000,-0.322266,0.339844
15,9,0.562500,0.125003,77.000000,-0.281250,0.486328
15,10,0.609375,0.250007,25.000000,-0.304688,0.527344
16,1,0.468750,0.000000,70.000000,-0.308594,0.353516
16,2,0.562500,0.000000,29.000000,-0.281250,0.486328
16,3,0.609375,0.000000,26.000000,-0.304688,0.527344
16,4,0.468750,0.125003,224.000000,-0.322266,0.339844
16,5,0.515625,0.125003,164.000000,-0.355469,0.375000
16,6,0.468750,0.250007,68.000000,-0.308594,0.353516
16,7,0.562500,0.250007,28.000000,-0.281250,0.486328
16,8,0.468750,-0.125003,113.000000,-0.322266,0.339844
16,9,0.562500,0.125003,77.000000,-0.281250,0.486328
16,10,0.609375,0.250007,25.000000,-0.304688,0.527344
17,1,0.468750,0.000000,141.000000,-0.308594,0.353516
17,2,0.515625,0.000000,117.000000,-0.337891,0.388672
17,3,0.562500,0.000000,42.000000,-0.333984,0.453125
17,4,0.609375,0.000000,34.000000,-0.285156,0.539062
17,5,0.468750,0.125003,381.000000,-0.308594,0.353516
17,6,0.515625,0.125003,328.000000,-0.355469,0.375000
17,7,0.609375,0.125003,73.000000,-0.304688,0.527344
17,8,0.468750,0.250007,137.000000,-0.322266,0.339844
17,9,0.515625,0.250007,122.000000,-0.355469,0.375000
17,10,0.609375,0.250007,32.000000,-0.324219,0.515625
