timestamp, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0,0,0,0,0
1,1,0.46875,0.125003,151,0.146484,0.445312
1,2,0.5625,0.125003,32,0.193359,0.527344
1,3,0.46875,0.250007,58,0.146484,0.445312
2,1,0.46875,0,19,0.175781,0.435547
2,2,0.609375,0.125003,23,0.132812,0.59375
3,1,0.421875,0,113,0.158203,0.390625
3,2,0.46875,0,156,0.175781,0.435547
3,3,0.515625,0,85,0.193359,0.478516
3,4,0.5625,0,16,0.193359,0.527344
3,5,0.421875,-0.250007,96,0.171875,0.384766
3,6,0.46875,-0.250007,133,0.191406,0.427734
3,7,0.515625,-0.250007,72,0.193359,0.478516
3,8,0.421875,-0.125003,241,0.144531,0.396484
3,9,0.46875,-0.125003,334,0.162109,0.439453
3,10,0.515625,-0.125003,183,0.177734,0.484375
3,11,0.5625,-0.125003,34,0.193359,0.527344
4,1,0.421875,0,113,0.158203,0.390625
4,2,0.46875,0,156,0.175781,0.435547
4,3,0.515625,0,85,0.193359,0.478516
4,4,0.5625,0,16,0.193359,0.527344
4,5,0.421875,-0.250007,96,0.171875,0.384766
4,6,0.46875,-0.250007,133,0.191406,0.427734
4,7,0.515625,-0.250007,72,0.193359,0.478516
4,8,0.421875,-0.125003,241,0.144531,0.396484
4,9,0.46875,-0.125003,334,0.162109,0.439453
4,10,0.515625,-0.125003,183,0.177734,0.484375
4,11,0.5625,-0.125003,34,0.193359,0.527344
5,1,0.421875,0,259,0.158203,0.390625
5,2,0.46875,0,332,0.175781,0.435547
5,3,0.515625,0,153,0.193359,0.478516
5,4,0.421875,-0.37501,50,0.171875,0.384766
5,5,0.46875,-0.37501,69,0.191406,0.427734
5,6,0.375,-0.250007,80,0.152344,0.341797
5,7,0.421875,-0.250007,330,0.171875,0.384766
5,8,0.46875,-0.250007,433,0.191406,0.427734
5,9,0.515625,-0.250007,207,0.208984,0.470703
5,10,0.5625,-0.250007,22,0.228516,0.513672
5,11,0.375,-0.125003,124,0.128906,0.351562
5,12,0.421875,-0.125003,503,0.158203,0.390625
5,13,0.46875,-0.125003,651,0.175781,0.435547
5,14,0.515625,-0.125003,305,0.193359,0.478516
5,15,0.5625,-0.125003,33,0.193359,0.527344
6,1,0.421875,0,94,0.158203,0.390625
6,2,0.46875,0,104,0.175781,0.435547
6,3,0.375,-0.500013,34,0.164062,0.337891
6,4,0.421875,-0.500013,124,0.197266,0.373047
6,5,0.46875,-0.500013,149,0.220703,0.414062
6,6,0.515625,-0.500013,64,0.242188,0.455078
6,7,0.375,-0.37501,205,0.152344,0.341797
6,8,0.421875,-0.37501,683,0.171875,0.384766
6,9,0.46875,-0.37501,747,0.191406,0.427734
6,10,0.515625,-0.37501,276,0.208984,0.470703
6,11,0.5625,-0.37501,19,0.228516,0.513672
6,12,0.375,-0.250007,272,0.152344,0.341797
6,13,0.421875,-0.250007,888,0.171875,0.384766
6,14,0.46875,-0.250007,941,0.191406,0.427734
6,15,0.515625,-0.250007,330,0.208984,0.470703
6,16,0.5625,-0.250007,27,0.035156,0.560547
6,17,0.421875,-0.125003,325,0.144531,0.396484
6,18,0.46875,-0.125003,337,0.162109,0.439453
6,19,0.515625,-0.125003,115,0.193359,0.478516
6,20,0.5625,-0.125003,30,0,0.5625
6,21,0.5625,-0.250007,22,0.246094,0.505859
7,1,0.375,-0.75002,79,0.140625,0.347656
7,2,0.421875,-0.75002,153,0.144531,0.396484
7,3,0.46875,-0.75002,117,0.162109,0.439453
7,4,0.515625,-0.75002,33,0.177734,0.484375
7,5,0.328125,-0.625017,66,0.123047,0.304688
7,6,0.375,-0.625017,643,0.140625,0.347656
7,7,0.421875,-0.625017,1475,0.158203,0.390625
7,8,0.46875,-0.625017,1263,0.162109,0.439453
7,9,0.515625,-0.625017,382,0.177734,0.484375
7,10,0.5625,-0.625017,25,0.193359,0.527344
7,11,0.328125,-0.500013,99,0.123047,0.304688
7,12,0.375,-0.500013,1068,0.140625,0.347656
7,13,0.421875,-0.500013,2491,0.158203,0.390625
7,14,0.46875,-0.500013,2132,0.175781,0.435547
7,15,0.515625,-0.500013,627,0.193359,0.478516
7,16,0.5625,-0.500013,38,0.193359,0.527344
7,17,0.328125,-0.37501,50,0.113281,0.308594
7,18,0.375,-0.37501,579,0.128906,0.351562
7,19,0.421875,-0.37501,1370,0.144531,0.396484
7,20,0.46875,-0.37501,1177,0.162109,0.439453
7,21,0.515625,-0.37501,343,0.162109,0.490234
7,22,0.5625,-0.37501,24,0.175781,0.535156
7,23,0.421875,-0.250007,101,0.132812,0.400391
7,24,0.46875,-0.250007,95,0.146484,0.445312
8,1,0.328125,-1.000027,34,0.091797,0.314453
8,2,0.375,-1.000027,122,0.222656,0.302734
8,3,0.421875,-1.000027,164,0.238281,0.349609
8,4,0.46875,-1.000027,83,0.25,0.396484
8,5,0.328125,-0.875023,122,0.113281,0.308594
8,6,0.375,-0.875023,470,0.128906,0.351562
8,7,0.421875,-0.875023,615,0.144531,0.396484
8,8,0.46875,-0.875023,304,0.162109,0.439453
8,9,0.515625,-0.875023,41,0.177734,0.484375
8,10,0.328125,-0.75002,147,0.113281,0.308594
8,11,0.375,-0.75002,646,0.128906,0.351562
8,12,0.421875,-0.75002,883,0.144531,0.396484
8,13,0.46875,-0.75002,443,0.162109,0.439453
8,14,0.515625,-0.75002,60,0.162109,0.490234
8,15,0.328125,-0.625017,129,0.091797,0.314453
8,16,0.375,-0.625017,559,0.105469,0.359375
8,17,0.421875,-0.625017,760,0.119141,0.404297
8,18,0.46875,-0.625017,379,0.132812,0.449219
