timestamp, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,0,0,0,0,0
1,1,0.375,0,85,0.210938,0.310547
1,2,0.421875,0,151,0.238281,0.349609
1,3,0.46875,0,126,0.234375,0.40625
1,4,0.421875,-0.250007,133,0.25,0.339844
2,1,0.375,0,84,0.234375,0.292969
2,2,0.421875,0,114,0.263672,0.330078
2,3,0.375,-0.250007,71,0.246094,0.283203
2,4,0.421875,-0.250007,95,0.277344,0.318359
3,1,0.375,0,84,0.234375,0.292969
3,2,0.421875,0,114,0.263672,0.330078
3,3,0.375,-0.250007,71,0.246094,0.283203
3,4,0.421875,-0.250007,95,0.277344,0.318359
4,1,0.375,0,179,0.222656,0.302734
4,2,0.421875,0,246,0.238281,0.349609
4,3,0.46875,0,130,0.25,0.396484
4,4,0.375,-0.250007,152,0.222656,0.302734
4,5,0.421875,-0.250007,209,0.25,0.339844
4,6,0.375,-0.125003,354,0.210938,0.310547
4,7,0.421875,-0.125003,490,0.238281,0.349609
5,1,0.328125,0,70,0.195312,0.263672
5,2,0.375,0,181,0.234375,0.292969
5,3,0.421875,0,165,0.144531,0.396484
5,4,0.328125,-0.250007,83,0.205078,0.255859
5,5,0.375,-0.250007,219,0.246094,0.283203
5,6,0.421875,-0.250007,191,0.291016,0.306641
5,7,0.375,-0.125003,346,0.234375,0.292969
5,8,0.421875,0,155,0.291016,0.306641
5,9,0.421875,-0.250007,173,0.144531,0.396484
6,1,0.328125,-0.37501,54,0.195312,0.263672
6,2,0.375,-0.37501,143,0.222656,0.302734
6,3,0.421875,-0.37501,123,0.25,0.339844
6,4,0.328125,-0.250007,136,0.195312,0.263672
6,5,0.375,-0.250007,348,0.222656,0.302734
6,6,0.421875,-0.250007,279,0.263672,0.330078
6,7,0.375,-0.125003,279,0.210938,0.310547
7,1,0.328125,-0.37501,54,0.195312,0.263672
7,2,0.375,-0.37501,143,0.222656,0.302734
7,3,0.421875,-0.37501,123,0.25,0.339844
7,4,0.328125,-0.250007,136,0.195312,0.263672
7,5,0.375,-0.250007,348,0.222656,0.302734
7,6,0.421875,-0.250007,279,0.263672,0.330078
7,7,0.375,-0.125003,279,0.210938,0.310547
8,1,0.328125,-0.37501,109,0.154297,0.289062
8,2,0.375,-0.37501,291,0.175781,0.332031
8,3,0.421875,-0.37501,309,0.197266,0.373047
8,4,0.46875,-0.37501,141,0.220703,0.414062
8,5,0.328125,-0.250007,161,0.164062,0.285156
8,6,0.375,-0.250007,458,0.175781,0.332031
8,7,0.421875,-0.250007,488,0.197266,0.373047
9,1,0.328125,-0.625017,55,0.173828,0.277344
9,2,0.375,-0.625017,78,0.199219,0.318359
9,3,0.421875,-0.625017,42,0.224609,0.357422
9,4,0.28125,-0.500013,34,0.158203,0.232422
9,5,0.328125,-0.500013,167,0.173828,0.277344
9,6,0.375,-0.500013,269,0.199219,0.318359
9,7,0.421875,-0.500013,194,0.210938,0.365234
9,8,0.328125,-0.37501,162,0.164062,0.285156
9,9,0.375,-0.37501,345,0.164062,0.337891
9,10,0.421875,-0.37501,384,0.171875,0.384766
10,1,0.28125,-0.75002,45,0.158203,0.232422
10,2,0.328125,-0.75002,99,0.185547,0.271484
10,3,0.375,-0.75002,79,0.199219,0.318359
10,4,0.28125,-0.625017,69,0.150391,0.238281
10,5,0.328125,-0.625017,143,0.173828,0.277344
10,6,0.375,-0.625017,114,0.1875,0.324219
10,7,0.328125,-0.500013,100,0.132812,0.300781
10,8,0.375,-0.500013,135,0.152344,0.341797
11,1,0.28125,-0.75002,45,0.158203,0.232422
11,2,0.328125,-0.75002,99,0.185547,0.271484
11,3,0.375,-0.75002,79,0.199219,0.318359
11,4,0.28125,-0.625017,69,0.150391,0.238281
11,5,0.328125,-0.625017,143,0.173828,0.277344
11,6,0.375,-0.625017,114,0.1875,0.324219
11,7,0.328125,-0.500013,100,0.132812,0.300781
11,8,0.375,-0.500013,135,0.152344,0.341797
12,1,0.28125,-0.875023,37,0.123047,0.253906
12,2,0.328125,-0.875023,47,0.144531,0.294922
12,3,0.234375,-0.75002,31,0.103516,0.210938
12,4,0.28125,-0.75002,147,0.123047,0.253906
12,5,0.328125,-0.75002,210,0.144531,0.294922
12,6,0.375,-0.75002,110,0.164062,0.337891
12,7,0.234375,-0.625017,36,0.095703,0.214844
12,8,0.28125,-0.625017,190,0.115234,0.257812
12,9,0.328125,-0.625017,286,0.132812,0.300781
