FrameNumber, ObjectNumber,Range,Velocity,PeakValue,x,y
8,10,0.562500,-0.125003,38.000000,0.210938,0.521484
8,11,0.609375,-0.125003,204.000000,0.248047,0.556641
8,12,0.656250,-0.125003,377.000000,0.267578,0.599609
9,1,0.609375,0.000000,61.000000,0.267578,0.548828
9,2,0.656250,0.000000,110.000000,0.287109,0.589844
9,3,0.562500,0.125003,77.000000,0.210938,0.521484
9,4,0.609375,0.125003,378.000000,0.248047,0.556641
9,5,0.656250,0.125003,685.000000,0.267578,0.599609
9,6,0.609375,0.250007,130.000000,0.248047,0.556641
9,7,0.656250,0.250007,237.000000,0.267578,0.599609
9,8,0.609375,-0.250007,84.000000,0.267578,0.548828
9,9,0.656250,-0.250007,154.000000,0.287109,0.589844
9,10,0.562500,-0.125003,55.000000,0.210938,0.521484
9,11,0.609375,-0.125003,275.000000,0.248047,0.556641
9,12,0.656250,-0.125003,502.000000,0.267578,0.599609
10,1,0.609375,0.000000,147.000000,0.248047,0.556641
10,2,0.656250,0.000000,264.000000,0.267578,0.599609
10,3,0.562500,0.125003,116.000000,0.210938,0.521484
10,4,0.609375,0.125003,621.000000,0.248047,0.556641
10,5,0.656250,0.125003,1136.000000,0.287109,0.589844
10,6,0.562500,0.250007,42.000000,0.210938,0.521484
10,7,0.609375,0.250007,221.000000,0.248047,0.556641
10,8,0.656250,0.250007,401.000000,0.267578,0.599609
10,9,0.656250,-0.375010,53.000000,0.287109,0.589844
10,10,0.609375,-0.250007,114.000000,0.285156,0.539062
10,11,0.562500,-0.125003,65.000000,0.210938,0.521484
10,12,0.609375,-0.125003,369.000000,0.267578,0.548828
10,13,0.656250,-0.125003,690.000000,0.287109,0.589844
10,14,0.609375,-0.375010,28.000000,0.248047,0.556641
11,1,0.609375,0.000000,147.000000,0.248047,0.556641
11,2,0.656250,0.000000,264.000000,0.267578,0.599609
11,3,0.562500,0.125003,116.000000,0.210938,0.521484
11,4,0.609375,0.125003,621.000000,0.248047,0.556641
11,5,0.656250,0.125003,1136.000000,0.287109,0.589844
11,6,0.562500,0.250007,42.000000,0.210938,0.521484
11,7,0.609375,0.250007,221.000000,0.248047,0.556641
11,8,0.656250,0.250007,401.000000,0.267578,0.599609
11,9,0.656250,-0.375010,53.000000,0.287109,0.589844
11,10,0.609375,-0.250007,114.000000,0.285156,0.539062
11,11,0.562500,-0.125003,65.000000,0.210938,0.521484
11,12,0.609375,-0.125003,369.000000,0.267578,0.548828
11,13,0.656250,-0.125003,690.000000,0.287109,0.589844
11,14,0.609375,-0.375010,28.000000,0.248047,0.556641
12,1,0.609375,0.000000,178.000000,0.248047,0.556641
12,2,0.656250,0.000000,319.000000,0.287109,0.589844
12,3,0.562500,0.125003,109.000000,0.228516,0.513672
12,4,0.609375,0.125003,624.000000,0.267578,0.548828
12,5,0.656250,0.125003,1194.000000,0.287109,0.589844
12,6,0.562500,0.250007,41.000000,0.210938,0.521484
12,7,0.609375,0.250007,227.000000,0.248047,0.556641
12,8,0.656250,0.250007,424.000000,0.267578,0.599609
12,9,0.609375,-0.250007,92.000000,0.285156,0.539062
12,10,0.609375,-0.125003,331.000000,0.267578,0.548828
12,11,0.656250,-0.125003,664.000000,0.287109,0.589844
13,1,0.562500,0.000000,33.000000,0.246094,0.505859
13,2,0.609375,0.000000,92.000000,0.208984,0.572266
13,3,0.609375,0.125003,269.000000,0.191406,0.578125
13,4,0.609375,0.250007,100.000000,0.191406,0.578125
13,5,0.656250,0.250007,151.000000,0.287109,0.589844
13,6,0.609375,-0.125003,142.000000,0.285156,0.539062
13,7,0.562500,0.125003,79.000000,0.228516,0.513672
13,8,0.609375,-0.125003,123.000000,0.115234,0.599609
14,1,0.609375,0.125003,306.000000,0.248047,0.556641
14,2,0.656250,0.125003,620.000000,0.267578,0.599609
14,3,0.609375,0.250007,107.000000,0.248047,0.556641
14,4,0.609375,-0.250007,67.000000,0.267578,0.548828
14,5,0.656250,-0.250007,140.000000,0.287109,0.589844
15,1,0.609375,0.125003,306.000000,0.248047,0.556641
15,2,0.656250,0.125003,620.000000,0.267578,0.599609
15,3,0.609375,0.250007,107.000000,0.248047,0.556641
15,4,0.609375,-0.250007,67.000000,0.267578,0.548828
15,5,0.656250,-0.250007,140.000000,0.287109,0.589844
15,6,0.562500,-0.125003,83.000000,0.070312,0.558594
15,7,0.609375,-0.125003,223.000000,0.248047,0.556641
15,8,0.656250,-0.125003,456.000000,0.267578,0.599609
15,9,0.562500,0.000000,64.000000,-0.298828,0.476562
16,1,0.609375,0.000000,68.000000,-0.285156,0.539062
16,2,0.656250,0.000000,57.000000,-0.308594,0.580078
16,3,0.562500,0.125003,153.000000,0.052734,0.560547
16,4,0.562500,0.250007,212.000000,0.052734,0.560547
16,5,0.515625,0.375010,48.000000,0.048828,0.513672
16,6,0.562500,0.375010,92.000000,0.052734,0.560547
16,7,0.562500,-0.250007,99.000000,-0.175781,0.535156
16,8,0.609375,-0.250007,78.000000,-0.248047,0.556641
16,9,0.656250,-0.250007,66.000000,-0.287109,0.589844
16,10,0.562500,-0.125003,240.000000,-0.193359,0.527344
16,11,0.609375,-0.125003,144.000000,-0.248047,0.556641
16,12,0.656250,-0.125003,118.000000,-0.287109,0.589844
16,13,0.562500,0.000000,69.000000,-0.193359,0.527344
16,14,0.562500,0.125003,130.000000,-0.193359,0.527344
17,1,0.609375,0.000000,68.000000,-0.285156,0.539062
17,2,0.656250,0.000000,57.000000,-0.308594,0.580078
17,3,0.562500,0.125003,153.000000,0.052734,0.560547
17,4,0.562500,0.250007,212.000000,0.052734,0.560547
17,5,0.515625,0.375010,48.000000,0.048828,0.513672
17,6,0.562500,0.375010,92.000000,0.052734,0.560547
17,7,0.562500,-0.250007,99.000000,-0.175781,0.535156
17,8,0.609375,-0.250007,78.000000,-0.248047,0.556641
17,9,0.656250,-0.250007,66.000000,-0.287109,0.589844
17,10,0.562500,-0.125003,240.000000,-0.193359,0.527344
17,11,0.609375,-0.125003,144.000000,-0.248047,0.556641
17,12,0.656250,-0.125003,118.000000,-0.287109,0.589844
17,13,0.562500,0.000000,69.000000,-0.193359,0.527344
17,14,0.562500,0.125003,130.000000,-0.193359,0.527344
18,1,0.562500,0.000000,145.000000,-0.193359,0.527344
18,2,0.562500,0.125003,49.000000,0.210938,0.521484
18,3,0.609375,0.125003,263.000000,0.285156,0.539062
18,4,0.562500,0.250007,129.000000,0.052734,0.560547
18,5,0.515625,0.375010,65.000000,0.048828,0.513672
18,6,0.562500,0.375010,156.000000,0.052734,0.560547
18,7,0.562500,-0.500013,63.000000,-0.281250,0.486328
18,8,0.609375,-0.500013,58.000000,-0.267578,0.548828
18,9,0.656250,-0.500013,39.000000,-0.287109,0.589844
18,10,0.562500,-0.375010,181.000000,-0.263672,0.496094
18,11,0.609375,-0.375010,220.000000,-0.285156,0.539062
18,12,0.656250,-0.375010,147.000000,-0.308594,0.580078
18,13,0.562500,-0.250007,347.000000,-0.193359,0.527344
18,14,0.609375,-0.250007,231.000000,-0.248047,0.556641
19,1,0.562500,0.000000,145.000000,-0.193359,0.527344
19,2,0.562500,0.125003,49.000000,0.210938,0.521484
19,3,0.609375,0.125003,263.000000,0.285156,0.539062
19,4,0.562500,0.250007,129.000000,0.052734,0.560547
19,5,0.515625,0.375010,65.000000,0.048828,0.513672
19,6,0.562500,0.375010,156.000000,0.052734,0.560547
19,7,0.562500,-0.500013,63.000000,-0.281250,0.486328
19,8,0.609375,-0.500013,58.000000,-0.267578,0.548828
19,9,0.656250,-0.500013,39.000000,-0.287109,0.589844
19,10,0.562500,-0.375010,181.000000,-0.263672,0.496094
19,11,0.609375,-0.375010,220.000000,-0.285156,0.539062
19,12,0.656250,-0.375010,147.000000,-0.308594,0.580078
19,13,0.562500,-0.250007,347.000000,-0.193359,0.527344
19,14,0.609375,-0.250007,231.000000,-0.248047,0.556641
19,15,0.562500,-0.125003,354.000000,-0.210938,0.521484
19,16,0.609375,-0.125003,224.000000,0.285156,0.539062
20,1,0.609375,0.125003,684.000000,0.285156,0.539062
20,2,0.562500,0.250007,52.000000,0.158203,0.539062
20,3,0.609375,0.250007,246.000000,0.285156,0.539062
20,4,0.515625,-0.625017,145.000000,-0.242188,0.455078
20,5,0.562500,-0.625017,76.000000,-0.263672,0.496094
20,6,0.609375,-0.625017,53.000000,-0.267578,0.548828
20,7,0.562500,-0.500013,156.000000,-0.298828,0.476562
20,8,0.609375,-0.500013,116.000000,-0.228516,0.564453
20,9,0.562500,-0.375010,308.000000,-0.175781,0.535156
20,10,0.609375,-0.375010,116.000000,-0.191406,0.578125
20,11,0.562500,-0.250007,196.000000,-0.175781,0.535156
20,12,0.562500,-0.125003,66.000000,0.263672,0.496094
20,13,0.609375,-0.125003,413.000000,0.285156,0.539062
20,14,0.562500,0.000000,53.000000,-0.228516,0.513672
20,15,0.562500,0.125003,99.000000,0.158203,0.539062
20,16,0.562500,-0.500013,142.000000,-0.193359,0.527344
20,17,0.562500,-0.125003,62.000000,-0.246094,0.505859
21,1,0.562500,0.000000,88.000000,0.246094,0.505859
21,2,0.609375,0.000000,341.000000,0.285156,0.539062
21,3,0.562500,0.125003,219.000000,0.246094,0.505859
21,4,0.609375,0.125003,996.000000,0.285156,0.539062
21,5,0.562500,0.250007,81.000000,0.228516,0.513672
21,6,0.609375,0.250007,369.000000,0.285156,0.539062
21,7,0.515625,-0.750020,186.000000,-0.226562,0.462891
21,8,0.562500,-0.750020,292.000000,-0.228516,0.513672
21,9,0.609375,-0.750020,211.000000,-0.248047,0.556641
21,10,0.656250,-0.750020,60.000000,-0.267578,0.599609
21,11,0.562500,-0.625017,329.000000,-0.228516,0.513672
21,12,0.609375,-0.625017,246.000000,-0.248047,0.556641
21,13,0.656250,-0.625017,73.000000,-0.267578,0.599609
21,14,0.515625,-0.500013,552.000000,-0.128906,0.500000
21,15,0.562500,-0.500013,394.000000,-0.140625,0.544922
21,16,0.609375,-0.500013,115.000000,-0.171875,0.583984
21,17,0.562500,-0.375010,348.000000,-0.158203,0.539062
21,18,0.609375,-0.375010,88.000000,-0.152344,0.589844
21,19,0.562500,-0.250007,70.000000,-0.140625,0.544922
21,20,0.562500,-0.125003,73.000000,0.246094,0.505859
22,1,0.609375,0.000000,258.000000,0.191406,0.578125
22,2,0.421875,-1.000027,76.000000,-0.171875,0.384766
22,3,0.468750,-1.000027,146.000000,-0.191406,0.427734
22,4,0.515625,-1.000027,164.000000,-0.208984,0.470703
22,5,0.562500,-1.000027,96.000000,-0.228516,0.513672
22,6,0.609375,-1.000027,20.000000,-0.248047,0.556641
22,7,0.421875,-0.875023,205.000000,-0.171875,0.384766
22,8,0.468750,-0.875023,336.000000,-0.205078,0.421875
22,9,0.515625,-0.875023,302.000000,-0.226562,0.462891
22,10,0.562500,-0.875023,177.000000,-0.228516,0.513672
22,11,0.609375,-0.875023,49.000000,-0.228516,0.564453
22,12,0.421875,-0.750020,169.000000,-0.158203,0.390625
22,13,0.468750,-0.750020,244.000000,-0.191406,0.427734
22,14,0.515625,-0.750020,183.000000,-0.226562,0.462891
22,15,0.562500,-0.750020,149.000000,-0.193359,0.527344
22,16,0.609375,-0.750020,60.000000,-0.208984,0.572266
22,17,0.515625,-0.625017,357.000000,-0.128906,0.500000
22,18,0.562500,-0.625017,194.000000,-0.140625,0.544922
22,19,0.609375,-0.625017,48.000000,-0.171875,0.583984
22,20,0.515625,-0.500013,386.000000,-0.128906,0.500000
22,21,0.562500,-0.500013,224.000000,-0.140625,0.544922
22,22,0.656250,-0.500013,53.000000,-0.390625,0.527344
22,23,0.562500,-0.375010,96.000000,-0.193359,0.527344
22,24,0.609375,-0.375010,47.000000,-0.304688,0.527344
22,25,0.562500,-0.250007,105.000000,-0.228516,0.513672
23,1,0.609375,0.000000,296.000000,0.267578,0.548828
23,2,0.609375,0.250007,278.000000,0.285156,0.539062
23,3,0.375000,-1.000027,124.000000,-0.152344,0.341797
23,4,0.421875,-1.000027,257.000000,-0.171875,0.384766
23,5,0.468750,-1.000027,245.000000,-0.191406,0.427734
23,6,0.515625,-1.000027,107.000000,-0.242188,0.455078
23,7,0.562500,-1.000027,31.000000,-0.351562,0.439453
23,8,0.375000,-0.875023,161.000000,-0.140625,0.347656
23,9,0.421875,-0.875023,261.000000,-0.171875,0.384766
23,10,0.468750,-0.875023,198.000000,-0.191406,0.427734
23,11,0.515625,-0.875023,82.000000,-0.371094,0.359375
23,12,0.562500,-0.875023,72.000000,-0.193359,0.527344
23,13,0.562500,-0.750020,58.000000,-0.210938,0.521484
23,14,0.562500,-0.625017,128.000000,-0.210938,0.521484
23,15,0.562500,-0.500013,195.000000,-0.175781,0.535156
23,16,0.609375,-0.500013,102.000000,-0.171875,0.583984
24,1,0.609375,0.000000,296.000000,0.267578,0.548828
24,2,0.609375,0.250007,278.000000,0.285156,0.539062
24,3,0.375000,-1.000027,124.000000,-0.152344,0.341797
24,4,0.421875,-1.000027,257.000000,-0.171875,0.384766
24,5,0.468750,-1.000027,245.000000,-0.191406,0.427734
24,6,0.515625,-1.000027,107.000000,-0.242188,0.455078
24,7,0.562500,-1.000027,31.000000,-0.351562,0.439453
24,8,0.375000,-0.875023,161.000000,-0.140625,0.347656
24,9,0.421875,-0.875023,261.000000,-0.171875,0.384766
24,10,0.468750,-0.875023,198.000000,-0.191406,0.427734
24,11,0.515625,-0.875023,82.000000,-0.371094,0.359375
24,12,0.562500,-0.875023,72.000000,-0.193359,0.527344
24,13,0.562500,-0.750020,58.000000,-0.210938,0.521484
24,14,0.562500,-0.625017,128.000000,-0.210938,0.521484
24,15,0.562500,-0.500013,195.000000,-0.175781,0.535156
24,16,0.609375,-0.500013,102.000000,-0.171875,0.583984
24,17,0.562500,-0.375010,162.000000,-0.193359,0.527344
24,18,0.609375,-0.375010,87.000000,-0.191406,0.578125
24,19,0.609375,-0.250007,81.000000,0.152344,0.589844
25,1,0.609375,0.125003,972.000000,0.285156,0.539062
25,2,0.609375,0.250007,360.000000,0.285156,0.539062
25,3,0.328125,-1.000027,67.000000,-0.154297,0.289062
25,4,0.375000,-1.000027,136.000000,-0.175781,0.332031
25,5,0.421875,-1.000027,69.000000,-0.238281,0.349609
25,6,0.468750,-1.000027,105.000000,-0.175781,0.435547
25,7,0.515625,-1.000027,67.000000,-0.193359,0.478516
25,8,0.328125,-0.875023,74.000000,-0.091797,0.314453
25,9,0.375000,-0.875023,163.000000,-0.105469,0.359375
25,10,0.421875,-0.875023,184.000000,-0.119141,0.404297
25,11,0.468750,-0.875023,134.000000,-0.146484,0.445312
25,12,0.375000,-0.750020,282.000000,-0.082031,0.365234
25,13,0.421875,-0.750020,377.000000,-0.091797,0.412109
25,14,0.468750,-0.750020,276.000000,-0.117188,0.453125
25,15,0.375000,-0.625017,331.000000,-0.093750,0.363281
25,16,0.421875,-0.625017,394.000000,-0.105469,0.408203
25,17,0.562500,-0.500013,93.000000,-0.210938,0.521484
25,18,0.562500,-0.375010,163.000000,-0.316406,0.464844
25,19,0.609375,-0.375010,79.000000,-0.343750,0.503906
25,20,0.562500,-0.250007,151.000000,-0.316406,0.464844
25,21,0.609375,-0.250007,154.000000,0.285156,0.539062
25,22,0.562500,-0.125003,96.000000,0.228516,0.513672
25,23,0.609375,-0.125003,429.000000,0.267578,0.548828
25,24,0.562500,0.125003,190.000000,0.228516,0.513672
25,25,0.562500,0.250007,69.000000,0.228516,0.513672
25,26,0.328125,-0.875023,65.000000,-0.205078,0.255859
25,27,0.375000,-0.875023,136.000000,-0.234375,0.292969
25,28,0.656250,-0.500013,75.000000,-0.349609,0.556641
25,29,0.609375,-0.375010,62.000000,-0.115234,0.599609
26,1,0.281250,-0.875023,47.000000,-0.115234,0.257812
26,2,0.328125,-0.875023,171.000000,-0.132812,0.300781
26,3,0.375000,-0.875023,241.000000,-0.152344,0.341797
26,4,0.421875,-0.875023,154.000000,-0.171875,0.384766
26,5,0.468750,-0.875023,43.000000,-0.175781,0.435547
26,6,0.328125,-0.750020,201.000000,-0.132812,0.300781
26,7,0.375000,-0.750020,270.000000,-0.164062,0.337891
26,8,0.421875,-0.750020,156.000000,-0.197266,0.373047
26,9,0.328125,-0.625017,129.000000,-0.103516,0.312500
26,10,0.375000,-0.625017,321.000000,-0.093750,0.363281
26,11,0.421875,-0.625017,361.000000,-0.091797,0.412109
26,12,0.468750,-0.625017,171.000000,-0.103516,0.457031
26,13,0.562500,-0.500013,143.000000,-0.158203,0.539062
26,14,0.562500,-0.375010,217.000000,-0.175781,0.535156
26,15,0.609375,-0.375010,110.000000,-0.208984,0.572266
26,16,0.562500,-0.250007,89.000000,-0.140625,0.544922
26,17,0.609375,-0.250007,82.000000,-0.191406,0.578125
26,18,0.468750,-0.875023,38.000000,-0.351562,0.310547
26,19,0.421875,-0.750020,129.000000,-0.330078,0.263672
26,20,0.562500,-0.250007,87.000000,-0.386719,0.408203
26,21,0.656250,-0.250007,328.000000,0.267578,0.599609
27,1,0.609375,0.000000,290.000000,0.171875,0.583984
27,2,0.328125,-0.625017,300.000000,-0.144531,0.294922
27,3,0.375000,-0.625017,362.000000,-0.164062,0.337891
27,4,0.421875,-0.625017,248.000000,-0.185547,0.378906
27,5,0.328125,-0.500013,466.000000,-0.144531,0.294922
27,6,0.375000,-0.500013,576.000000,-0.164062,0.337891
27,7,0.421875,-0.500013,409.000000,-0.197266,0.373047
27,8,0.562500,-0.500013,83.000000,-0.140625,0.544922
27,9,0.609375,-0.250007,420.000000,0.171875,0.583984
27,10,0.562500,-0.125003,157.000000,-0.070312,0.558594
27,11,0.609375,-0.125003,660.000000,0.171875,0.583984
27,12,0.328125,-0.625017,214.000000,-0.031250,0.326172
27,13,0.328125,-0.500013,458.000000,-0.041016,0.326172
27,14,0.375000,-0.500013,537.000000,-0.046875,0.373047
27,15,0.421875,-0.500013,377.000000,-0.052734,0.417969
28,1,0.609375,0.000000,492.000000,0.152344,0.589844
28,2,0.375000,-0.625017,253.000000,-0.117188,0.355469
28,3,0.421875,-0.625017,287.000000,-0.132812,0.400391
28,4,0.468750,-0.625017,128.000000,-0.146484,0.445312
28,5,0.328125,-0.500013,280.000000,-0.050781,0.324219
28,6,0.375000,-0.500013,674.000000,-0.105469,0.359375
28,7,0.421875,-0.500013,803.000000,-0.132812,0.400391
28,8,0.468750,-0.500013,403.000000,-0.146484,0.445312
28,9,0.562500,-0.500013,66.000000,-0.175781,0.535156
28,10,0.609375,-0.375010,725.000000,0.132812,0.593750
28,11,0.609375,-0.250007,1743.000000,0.132812,0.593750
28,12,0.562500,-0.125003,146.000000,-0.386719,0.408203
28,13,0.609375,-0.125003,1519.000000,0.132812,0.593750
28,14,0.562500,-0.500013,51.000000,-0.369141,0.423828
28,15,0.562500,-0.125003,111.000000,0.105469,0.552734
29,1,0.609375,0.000000,634.000000,0.115234,0.599609
29,2,0.609375,0.250007,35.000000,0.228516,0.564453
29,3,0.328125,-0.625017,171.000000,-0.123047,0.304688
29,4,0.375000,-0.625017,230.000000,-0.128906,0.351562
29,5,0.421875,-0.625017,148.000000,-0.132812,0.400391
29,6,0.328125,-0.500013,246.000000,-0.144531,0.294922
29,7,0.375000,-0.500013,399.000000,-0.046875,0.373047
29,8,0.421875,-0.500013,288.000000,-0.066406,0.416016
29,9,0.375000,-0.375010,1019.000000,-0.035156,0.373047
29,10,0.562500,-0.250007,209.000000,0.123047,0.548828
29,11,0.609375,-0.250007,1437.000000,0.115234,0.599609
29,12,0.562500,-0.125003,217.000000,0.105469,0.552734
29,13,0.609375,-0.125003,1565.000000,0.115234,0.599609
29,14,0.609375,0.125003,110.000000,0.248047,0.556641
29,15,0.656250,0.250007,59.000000,0.287109,0.589844
29,16,0.328125,-0.500013,229.000000,-0.031250,0.326172
29,17,0.375000,-0.500013,301.000000,-0.164062,0.337891
29,18,0.562500,-0.125003,182.000000,-0.087891,0.554688
30,1,0.562500,0.000000,131.000000,0.087891,0.554688
30,2,0.281250,-0.500013,208.000000,-0.097656,0.263672
30,3,0.328125,-0.500013,532.000000,-0.113281,0.308594
30,4,0.375000,-0.500013,653.000000,-0.117188,0.355469
30,5,0.421875,-0.500013,356.000000,-0.132812,0.400391
30,6,0.328125,-0.375010,1181.000000,-0.123047,0.304688
30,7,0.375000,-0.375010,1339.000000,-0.140625,0.347656
30,8,0.421875,-0.375010,697.000000,-0.158203,0.390625
30,9,0.562500,-0.250007,183.000000,0.087891,0.554688
30,10,0.562500,-0.125003,261.000000,0.087891,0.554688
30,11,0.609375,0.125003,189.000000,0.267578,0.548828
31,1,0.562500,0.000000,157.000000,0.052734,0.560547
31,2,0.609375,0.125003,217.000000,0.152344,0.589844
31,3,0.281250,-0.625017,260.000000,-0.052734,0.275391
31,4,0.328125,-0.625017,434.000000,-0.062500,0.322266
31,5,0.375000,-0.625017,270.000000,-0.082031,0.365234
31,6,0.281250,-0.500013,456.000000,-0.044922,0.277344
31,7,0.328125,-0.500013,1110.000000,-0.123047,0.304688
31,8,0.375000,-0.500013,1154.000000,-0.140625,0.347656
31,9,0.421875,-0.500013,474.000000,-0.144531,0.396484
31,10,0.328125,-0.375010,2090.000000,-0.132812,0.300781
31,11,0.375000,-0.375010,2201.000000,-0.152344,0.341797
31,12,0.421875,-0.375010,909.000000,-0.158203,0.390625
31,13,0.375000,-0.250007,1506.000000,-0.011719,0.375000
31,14,0.562500,-0.250007,225.000000,0.070312,0.558594
31,15,0.562500,-0.125003,332.000000,0.035156,0.560547
31,16,0.281250,-0.500013,353.000000,-0.123047,0.253906
31,17,0.328125,-0.500013,797.000000,-0.021484,0.328125
31,18,0.328125,-0.375010,1925.000000,-0.021484,0.328125
31,19,0.375000,-0.375010,2015.000000,-0.023438,0.375000
31,20,0.421875,-0.375010,801.000000,-0.013672,0.421875
31,21,0.375000,-0.250007,1444.000000,-0.152344,0.341797
31,22,0.562500,-0.250007,169.000000,-0.158203,0.539062
32,1,0.562500,0.000000,202.000000,0.070312,0.558594
32,2,0.281250,-0.375010,789.000000,-0.017578,0.281250
32,3,0.328125,-0.375010,1073.000000,-0.021484,0.328125
32,4,0.375000,-0.375010,598.000000,-0.152344,0.341797
32,5,0.328125,-0.250007,1407.000000,-0.021484,0.328125
32,6,0.562500,-0.125003,367.000000,0.052734,0.560547
32,7,0.609375,0.125003,110.000000,0.267578,0.548828
33,1,0.562500,0.000000,202.000000,0.070312,0.558594
33,2,0.281250,-0.375010,789.000000,-0.017578,0.281250
33,3,0.328125,-0.375010,1073.000000,-0.021484,0.328125
33,4,0.375000,-0.375010,598.000000,-0.152344,0.341797
33,5,0.328125,-0.250007,1407.000000,-0.021484,0.328125
33,6,0.562500,-0.125003,367.000000,0.052734,0.560547
33,7,0.609375,0.125003,110.000000,0.267578,0.548828
33,8,0.281250,-0.375010,677.000000,-0.123047,0.253906
33,9,0.328125,-0.375010,919.000000,-0.144531,0.294922
33,10,0.375000,-0.375010,566.000000,-0.023438,0.375000
33,11,0.328125,-0.250007,1070.000000,-0.132812,0.300781
34,1,0.609375,0.000000,690.000000,0.115234,0.599609
34,2,0.281250,-0.375010,130.000000,0.017578,0.281250
34,3,0.328125,-0.375010,137.000000,0.009766,0.328125
34,4,0.609375,-0.250007,669.000000,0.132812,0.593750
34,5,0.609375,-0.125003,1365.000000,0.115234,0.599609
35,1,0.609375,0.000000,690.000000,0.115234,0.599609
35,2,0.281250,-0.375010,130.000000,0.017578,0.281250
35,3,0.328125,-0.375010,137.000000,0.009766,0.328125
35,4,0.609375,-0.250007,669.000000,0.132812,0.593750
35,5,0.609375,-0.125003,1365.000000,0.115234,0.599609
36,1,0.281250,0.000000,1321.000000,0.000000,0.281250
36,2,0.328125,0.000000,1822.000000,0.000000,0.328125
36,3,0.375000,0.000000,1034.000000,0.000000,0.375000
36,4,0.609375,0.125003,319.000000,0.115234,0.599609
36,5,0.328125,-0.375010,375.000000,0.009766,0.328125
36,6,0.281250,-0.250007,1831.000000,0.009766,0.281250
36,7,0.328125,-0.250007,2449.000000,0.009766,0.328125
36,8,0.375000,-0.250007,1345.000000,0.011719,0.375000
36,9,0.281250,-0.125003,2885.000000,0.000000,0.281250
36,10,0.328125,-0.125003,3799.000000,0.000000,0.328125
36,11,0.375000,-0.125003,2088.000000,0.000000,0.375000
36,12,0.375000,-0.250007,961.000000,-0.128906,0.351562
37,1,0.562500,0.000000,336.000000,0.087891,0.554688
37,2,0.328125,0.250007,731.000000,-0.021484,0.328125
37,3,0.562500,-0.375010,86.000000,0.070312,0.558594
37,4,0.562500,-0.250007,426.000000,0.087891,0.554688
37,5,0.562500,-0.125003,646.000000,0.087891,0.554688
38,1,0.562500,0.000000,336.000000,0.087891,0.554688
38,2,0.328125,0.250007,731.000000,-0.021484,0.328125
38,3,0.562500,-0.375010,86.000000,0.070312,0.558594
38,4,0.562500,-0.250007,426.000000,0.087891,0.554688
38,5,0.562500,-0.125003,646.000000,0.087891,0.554688
